data,nome,tipo_evento,local,cidade,estado,segmento,tags,base_priority,confidence_level,fonte
2026-08-11,Fenasucro & Agrocana,FEIRA,Centro de Eventos Zanini,Sertãozinho,SP,AGROPECUÁRIO,"agro|cana|açúcar",8,5,Portal Radar
2026-08-11,Logistique,FEIRA,ExpoCentro,Balneário Camboriú,SC,LOGÍSTICA,"logística|transporte|santa catarina",7,5,Portal Radar
2026-08-11,Encatho & Exprotel,FEIRA,CentroSul,Florianópolis,SC,HOTELARIA,"hotelaria|turismo|hospitalidade",7,5,Portal Radar
2026-08-12,Pet South America,FEIRA,Distrito Anhembi,São Paulo,SP,PET,"pet|animais|veterinária",8,5,Portal Radar
2026-08-12,ABCASA Fair,FEIRA,Expo Center Norte,São Paulo,SP,CASA E DECORAÇÃO,"casa|decoração|utilidades",7,5,Portal Radar
2026-08-12,Travel Next Minas,FEIRA,Expominas,Belo Horizonte,MG,TURISMO,"turismo|viagens|minas gerais",7,5,Portal Radar
2026-08-12,Pet Vet,CONGRESSO,Distrito Anhembi,São Paulo,SP,VETERINÁRIA,"veterinária|saúde animal|pets",7,5,Portal Radar
2026-08-13,Salão de Arte,FEIRA,São Paulo,São Paulo,SP,ARTE,"arte|cultura|galerias",7,5,Portal Radar
2026-08-15,Estética In Sul,FEIRA,Viasoft Experience,Curitiba,PR,BELEZA,"beleza|estética|sul",7,5,Portal Radar
2026-08-17,SET Expo,FEIRA,Distrito Anhembi,São Paulo,SP,BROADCAST,"broadcast|TV|rádio|tecnologia",8,5,Portal Radar
2026-08-17,MOVELSUL,FEIRA,Fundaparque,Bento Gonçalves,RS,MÓVEIS,"móveis|decoração|sul",7,5,Portal Radar
2026-08-17,Congresso Fenabrave,CONGRESSO,São Paulo Expo,São Paulo,SP,AUTOMOTIVO,"automotivo|concessionárias|veículos",8,5,Portal Radar
2026-08-18,Navalshore,FEIRA,Expo RIO,Rio de Janeiro,RJ,NAVAL,"naval|offshore|petróleo",7,5,Portal Radar
2026-08-18,FEBRATEX,FEIRA,Parque Vila Germânica,Blumenau,SC,TÊXTIL,"têxtil|moda|tecnologia",8,5,Portal Radar
2026-08-18,FEBRATEX Summit,CONGRESSO,Blumenau,Blumenau,SC,TÊXTIL,"têxtil|moda|negócios",7,5,Portal Radar
2026-08-18,CONARH | ABRH,CONGRESSO,São Paulo Expo,São Paulo,SP,RECURSOS HUMANOS,"RH|gestão de pessoas|trabalho",8,5,Portal Radar
2026-08-19,Jornada Bett Nordeste,CONGRESSO,Recife Expo Center,Recife,PE,EDUCAÇÃO,"educação|tecnologia|nordeste",7,5,Portal Radar
2026-08-19,IT Forum Praia do Forte,CONGRESSO,Praia do Forte,Praia do Forte,BA,TECNOLOGIA,"tecnologia|TI|bahia",8,5,Portal Radar
2026-08-20,Festa do Peão de Barretos,EVENTO,Parque do Peão,Barretos,SP,RODEIO,"rodeio|cultura|entretenimento",9,5,Portal Radar
2026-08-24,FEBRABAN TECH,FEIRA,Distrito Anhembi,São Paulo,SP,TECNOLOGIA BANCÁRIA,"bancos|tecnologia|fintech",9,5,Portal Radar
2026-08-25,Concrete Show,FEIRA,São Paulo Expo,São Paulo,SP,CONSTRUÇÃO,"concreto|construção|engenharia",7,5,Portal Radar
2026-08-25,INTERPLAST,FEIRA,Expoville,Joinville,SC,PLÁSTICOS,"plásticos|indústria|tecnologia",7,5,Portal Radar
2026-08-25,PL Connection,FEIRA,Expo Center Norte,São Paulo,SP,MARCA PRÓPRIA,"marca própria|varejo|produtos",7,5,Portal Radar
2026-08-25,Cachoeiro Stone Fair,FEIRA,Parque de Exposição Carlos Caiado Barbosa,Cachoeiro de Itapemirim,ES,ROCHAS,"rochas|mármores|granito",8,5,Portal Radar
2026-08-25,Intersolar South America,FEIRA,Expo Center Norte,São Paulo,SP,ENERGIA SOLAR,"energia solar|sustentabilidade|tecnologia",8,5,Portal Radar
2026-08-26,Startup Summit,CONGRESSO,Florianópolis,Florianópolis,SC,STARTUPS,"startups|empreendedorismo|inovação",9,4,Pesquisa
2026-08-27,Fitness Brasil Expo,FEIRA,Transamerica Expo Center,São Paulo,SP,FITNESS,"fitness|esportes|saúde",7,5,Portal Radar
2026-08-28,Mara Cakes Fair Nordeste,FEIRA,Recife,Recife,PE,CONFEITARIA,"confeitaria|gastronomia|nordeste",7,5,Portal Radar
2026-08-29,Expointer,FEIRA,Parque Assis Brasil,Esteio,RS,AGROPECUÁRIO,"agro|pecuária|sul",9,5,Portal Radar
2026-09-01,ISC Brasil,CONGRESSO,Distrito Anhembi,São Paulo,SP,SEGURANÇA,"segurança|tecnologia|proteção",7,5,Portal Radar
2026-09-04,Bienal do Livro de São Paulo,FEIRA,Distrito Anhembi,São Paulo,SP,LIVROS,"livros|literatura|cultura",9,5,Portal Radar
2026-09-04,ART MUNDI,FEIRA,Santos Convention Center,Santos,SP,ARTE,"arte|cultura|santos",6,5,Portal Radar
2026-09-05,Mara Cakes Fair Nordeste,FEIRA,Pernambuco Centro de Convenções,Recife,PE,CONFEITARIA,"confeitaria|gastronomia|nordeste",7,5,Portal Radar
2026-09-05,Beauty Fair,FEIRA,Expo Center Norte,São Paulo,SP,BELEZA,"beleza|cosméticos|estética",9,5,Portal Radar
2026-09-08,ExpoPostos & Conveniência,FEIRA,São Paulo Expo,São Paulo,SP,POSTOS DE COMBUSTÍVEL,"postos|conveniência|varejo",7,5,Portal Radar
2026-09-08,Feira Construir Aí,FEIRA,Expocentro,Balneário Camboriú,SC,CONSTRUÇÃO,"construção|materiais|santa catarina",7,5,Portal Radar
2026-09-09,Geronto Fair,FEIRA,Serra Park,Gramado,RS,GERONTOLOGIA,"gerontologia|saúde|idosos",6,5,Portal Radar
2026-09-09,Logística do Futuro,CONGRESSO,Transamerica Expo Center,São Paulo,SP,LOGÍSTICA,"logística|supply chain|inovação",7,5,Portal Radar
2026-09-09,FESQUA,FEIRA,São Paulo Expo,São Paulo,SP,ESQUADRIAS,"esquadrias|construção|alumínio",7,5,Portal Radar
2026-09-15,Expolux,FEIRA,Expo Center Norte,São Paulo,SP,ILUMINAÇÃO,"iluminação|design|tecnologia",7,5,Portal Radar
2026-09-15,YES Móvel Show Campinas,FEIRA,Expo D. Pedro,Campinas,SP,MÓVEIS,"móveis|decoração|campinas",7,5,Portal Radar
2026-09-15,Welding Show Brasil,FEIRA,FATEC,São Paulo,SP,SOLDAGEM,"soldagem|metalurgia|indústria",6,5,Portal Radar
2026-09-15,ACAPS Trade Show,FEIRA,Pavilhão de Carapina,Serra,ES,AUTOPEÇAS,"autopeças|automotivo|espírito santo",7,5,Portal Radar
2026-09-15,Equipotel,FEIRA,Expo Center Norte,São Paulo,SP,HOTELARIA,"hotelaria|turismo|hospitalidade",8,5,Portal Radar
2026-09-15,Intra-Log Expo South America,FEIRA,Expo Center Norte,São Paulo,SP,LOGÍSTICA,"logística|armazenagem|supply chain",7,5,Portal Radar
2026-09-15,LABEL & PACK EXPO,FEIRA,Expo Center Norte,São Paulo,SP,EMBALAGENS,"embalagens|rótulos|indústria",7,5,Portal Radar
2026-09-15,INTERFORM,FEIRA,Expoville,Joinville,SC,FERRAMENTARIA,"ferramentaria|moldes|indústria",7,5,Portal Radar
2026-09-16,CHINA HOME LIFE BRASIL,FEIRA,São Paulo Expo,São Paulo,SP,UTILIDADES,"utilidades|casa|importação",7,5,Portal Radar
2026-09-16,iFood Move,CONGRESSO,São Paulo Expo,São Paulo,SP,DELIVERY,"delivery|foodtech|tecnologia",8,5,Portal Radar
2026-09-16,HIS – Healthcare Innovation Show,FEIRA,São Paulo Expo,São Paulo,SP,SAÚDE,"saúde|inovação|tecnologia",8,5,Portal Radar
2026-09-17,Agile Trends,CONGRESSO,A DEFINIR,São Paulo,SP,TECNOLOGIA,"tecnologia|agile|gestão",7,5,Portal Radar
2026-09-17,CIPRO | EXPOLAB,FEIRA,Expo Center Norte,São Paulo,SP,LABORATÓRIOS,"laboratórios|análises|saúde",7,5,Portal Radar
2026-09-21,ROG.e,FEIRA,Riocentro,Rio de Janeiro,RJ,PETRÓLEO E GÁS,"petróleo|gás|energia",8,5,Portal Radar
2026-09-22,Paving Expo,FEIRA,Distrito Anhembi,São Paulo,SP,PAVIMENTAÇÃO,"pavimentação|asfalto|construção",7,5,Portal Radar
2026-09-23,CONAREC,CONGRESSO,Transamerica Expo Center,São Paulo,SP,REFRIGERAÇÃO,"refrigeração|ar condicionado|HVAC",7,5,Portal Radar
2026-09-23,in-cosmetics Latin America,FEIRA,Expo Center Norte,São Paulo,SP,COSMÉTICOS,"cosméticos|ingredientes|beleza",8,5,Portal Radar
2026-09-29,Modern Construction Show,FEIRA,Distrito Anhembi,São Paulo,SP,CONSTRUÇÃO,"construção|tecnologia|inovação",7,5,Portal Radar
2026-09-30,MinasParts,FEIRA,Expominas,Belo Horizonte,MG,AUTOPEÇAS,"autopeças|automotivo|minas gerais",7,5,Portal Radar
2026-09-30,ABAV EXPO,FEIRA,Expo Center Norte,São Paulo,SP,TURISMO,"turismo|viagens|agências",8,5,Portal Radar
2026-10-01,Agrominas,FEIRA,Expolambari,Lambari do Sul,MG,AGROPECUÁRIO,"agro|minas gerais|tecnologia",7,5,Portal Radar
2026-10-01,Forcafé,FEIRA,Expo Lambari,Lambari,MG,CAFÉ,"café|agro|minas gerais",7,5,Portal Radar
2026-10-01,Automotive Business Experience,CONGRESSO,São Paulo Expo,São Paulo,SP,AUTOMOTIVO,"automotivo|negócios|indústria",7,5,Portal Radar
2026-10-06,ProWine São Paulo,FEIRA,Expo Center Norte,São Paulo,SP,VINHOS,"vinhos|bebidas|gastronomia",8,5,Portal Radar
2026-10-06,FUTURECOM,FEIRA,São Paulo Expo,São Paulo,SP,TELECOMUNICAÇÕES,"telecom|tecnologia|conectividade",9,5,Portal Radar
2026-10-06,Data Center World Brasil,FEIRA,São Paulo Expo,São Paulo,SP,DATA CENTER,"data center|cloud|infraestrutura",8,4,Pesquisa
2026-10-06,FEBRAVA RIO,FEIRA,Riocentro,Rio de Janeiro,RJ,REFRIGERAÇÃO,"refrigeração|ar condicionado|HVAC",7,5,Portal Radar
2026-10-06,FISP – FISST,FEIRA,São Paulo Expo,São Paulo,SP,SEGURANÇA DO TRABALHO,"segurança|trabalho|EPI",7,5,Portal Radar
2026-10-06,EXPO ABTCP,FEIRA,Transamerica Expo Center,São Paulo,SP,PAPEL E CELULOSE,"papel|celulose|indústria",7,5,Portal Radar
2026-10-07,MRO BRASIL,FEIRA,Centro de Convenções Frei Caneca,São Paulo,SP,MANUTENÇÃO AERONÁUTICA,"aviação|manutenção|MRO",7,5,Portal Radar
2026-10-07,Congresso SAE BRASIL,CONGRESSO,Pavilhão da Bienal,São Paulo,SP,ENGENHARIA AUTOMOTIVA,"automotivo|engenharia|tecnologia",7,5,Portal Radar
2026-10-09,Brasil Game Show (BGS),FEIRA,Distrito Anhembi,São Paulo,SP,GAMES,"games|entretenimento|tecnologia",9,5,Portal Radar
2026-10-14,CONSTRULEV Expo,FEIRA,São Paulo Expo,São Paulo,SP,CONSTRUÇÃO,"construção|leve|steel frame",7,5,Portal Radar
2026-10-18,Diabetes On – São Paulo,CONGRESSO,Centro de Convenções Rebouças,São Paulo,SP,SAÚDE,"diabetes|saúde|medicina",6,5,Portal Radar
2026-10-18,Professional Fair RJ,FEIRA,Expo RIO,Rio de Janeiro,RJ,BELEZA,"beleza|estética|profissional",7,5,Portal Radar
2026-10-19,Feira do Empreendedor do SEBRAE-SP,FEIRA,São Paulo Expo,São Paulo,SP,EMPREENDEDORISMO,"empreendedorismo|negócios|sebrae",8,5,Portal Radar
2026-10-20,ECO EXPO (Ex-Waste Expo Brasil),FEIRA,Expo Center Norte,São Paulo,SP,SUSTENTABILIDADE,"sustentabilidade|reciclagem|meio ambiente",7,5,Portal Radar
2026-10-20,FENASAN,FEIRA,Expo Center Norte,São Paulo,SP,SANEAMENTO,"saneamento|meio ambiente|água",7,5,Portal Radar
2026-10-20,HIGIEXPO,FEIRA,Distrito Anhembi,São Paulo,SP,LIMPEZA,"limpeza|higiene|produtos",7,5,Portal Radar
2026-10-20,Seafood Show Latin America,FEIRA,Distrito Anhembi,São Paulo,SP,FRUTOS DO MAR,"frutos do mar|pesca|gastronomia",7,5,Portal Radar
2026-10-20,ONDM – O Negócio da Moda – Edição Brasil,FEIRA,Expocentro,Balneário Camboriú,SC,MODA,"moda|vestuário|negócios",7,5,Portal Radar
2026-10-21,HOSPITALMED,FEIRA,Pernambuco Centro de Convenções,Olinda,PE,SAÚDE,"saúde|hospitalar|nordeste",7,5,Portal Radar
2026-10-21,ARENA M&T,FEIRA,Centro Multieventos,Fazenda Rio Grande,PR,MINERAÇÃO,"mineração|equipamentos|tecnologia",7,5,Portal Radar
2026-10-27,FENALAW,CONGRESSO,Centro de Convenções Frei Caneca,São Paulo,SP,DIREITO,"direito|advocacia|jurídico",7,5,Portal Radar
2026-10-27,Brazil Windpower,FEIRA,São Paulo Expo,São Paulo,SP,ENERGIA EÓLICA,"energia eólica|sustentabilidade|tecnologia",8,5,Portal Radar
2026-10-27,AveSui,FEIRA,Cascavel,Cascavel,PR,AVICULTURA,"avicultura|suinocultura|agro",8,5,Portal Radar
2026-10-28,FruitBrasil,FEIRA,FIDAM,Americana,SP,FRUTAS,"frutas|hortaliças|agro",7,5,Portal Radar
2026-10-28,Enerclean,FEIRA,FIDAM,Americana,SP,ENERGIA LIMPA,"energia|sustentabilidade|tecnologia",7,5,Portal Radar
2026-11-04,Feira SUPER MIX,FEIRA,Pernambuco Centro de Convenções,Olinda,PE,VAREJO,"varejo|supermercados|nordeste",7,5,Portal Radar
2026-11-04,HFN- HOTEL & FOOD NORDESTE,FEIRA,Pernambuco Centro de Convenções,Olinda,PE,HOTELARIA,"hotelaria|gastronomia|nordeste",7,5,Portal Radar
2026-11-09,FENATRAN,FEIRA,São Paulo Expo,São Paulo,SP,TRANSPORTE,"transporte|veículos|logística",9,5,Portal Radar
2026-11-10,BFSHOW – 6ª edição,FEIRA,Distrito Anhembi,São Paulo,SP,BELEZA,"beleza|estética|cosméticos",7,5,Portal Radar
2026-11-11,REPARASUL,FEIRA,Fenac,Novo Hamburgo,RS,AUTOMOTIVO,"automotivo|reparação|peças",7,5,Portal Radar
2026-11-12,FESTURIS,FEIRA,Serra Park,Gramado,RS,TURISMO,"turismo|viagens|gramado",8,5,Portal Radar
2026-11-12,ExpoFrísia,FEIRA,Pavilhão de Exposições Frísia,Carambeí,PR,AGROPECUÁRIO,"agro|leite|paraná",7,5,Portal Radar
2026-11-15,Feira Petnor,FEIRA,Pernambuco Centro de Convenções,Olinda,PE,PET,"pet|animais|nordeste",7,5,Portal Radar
2026-11-15,Barber Week,FEIRA,Expo Center Norte,São Paulo,SP,BARBEARIA,"barbearia|beleza|masculino",7,5,Portal Radar
2026-11-20,EXPO CANNABIS BRASIL,FEIRA,São Paulo Expo,São Paulo,SP,CANNABIS,"cannabis|medicinal|indústria",7,5,Portal Radar
2026-11-23,EXPOLOG,FEIRA,Centro de Convenções do Ceará,Fortaleza,CE,LOGÍSTICA,"logística|transporte|ceará",7,5,Portal Radar
2026-11-25,EXPO MOTORHOME,FEIRA,Expotrade,Pinhais,PR,MOTORHOME,"motorhome|turismo|lazer",7,5,Portal Radar
2026-11-25,Tomorrow.Blue Economy,CONGRESSO,Caminho Niemeyer,Niterói,RJ,ECONOMIA AZUL,"economia|sustentabilidade|oceano",7,5,Portal Radar
2026-12-03,CCXP,FEIRA,São Paulo Expo,São Paulo,SP,CULTURA POP,"cultura pop|entretenimento|games",10,5,Portal Radar
2026-12-04,VegFest,FEIRA,Expo Center Norte,São Paulo,SP,VEGANISMO,"veganismo|alimentação|sustentabilidade",7,5,Portal Radar
2026-05-04,EXPOMAFE,FEIRA,São Paulo Expo,São Paulo,SP,MANUFATURA,"manufatura|máquinas|ferramentas|indústria",8,5,Portal Radar
2026-05-04,FLEXO & LABELS EXPERIENCE,FEIRA,Centro de Convenções Rebouças,São Paulo,SP,GRÁFICA,"flexografia|rótulos|embalagens|impressão",7,5,Portal Radar
2026-05-05,ForBeer,FEIRA,Centro de Convenções Circuito das Águas,Serra Negra,SP,CERVEJA,"cerveja|bebidas|gastronomia",7,5,Portal Radar
2026-05-18,ForLAC,FEIRA,Expo Lambari,Lambari,MG,LATICÍNIOS,"laticínios|leite|queijo|agro",7,5,Portal Radar
2026-05-18,FIEMA BRASIL,FEIRA,Fundaparque,Bento Gonçalves,RS,METAL MECÂNICA,"metal|mecânica|indústria|ferramentas",7,5,Portal Radar
2026-05-20,NT2E,FEIRA,Expo RIO,Rio de Janeiro,RJ,TECNOLOGIA,"tecnologia|inovação|digital",7,4,Portal Radar
2026-06-15,BRASMIN,FEIRA,Centro de Convenções PUC,Goiânia,GO,MINERAÇÃO,"mineração|equipamentos|tecnologia",7,5,Portal Radar
2026-06-23,IFAT Brasil,FEIRA,São Paulo Expo,São Paulo,SP,MEIO AMBIENTE,"meio ambiente|sustentabilidade|saneamento|água",8,5,Portal Radar
2026-07-15,INTERMACH,FEIRA,Expoville,Joinville,SC,METAL MECÂNICA,"metal|mecânica|máquinas|indústria",7,5,Portal Radar
2026-08-03,INDUSPAR,FEIRA,Expotrade,Pinhais,PR,INDÚSTRIA,"indústria|manufatura|paraná",7,5,Portal Radar
2026-08-09,Fimma Brasil,FEIRA,Fundaparque,Bento Gonçalves,RS,MADEIRA E MÓVEIS,"madeira|móveis|marcenaria|indústria",7,5,Portal Radar
2026-08-25,EXPOFRUIT,FEIRA,Estação das Artes,Mossoró,RN,FRUTAS,"frutas|hortaliças|agro|nordeste",7,5,Portal Radar
2026-09-08,Glass South America,FEIRA,Distrito Anhembi,São Paulo,SP,VIDRO,"vidro|construção|indústria",7,5,Portal Radar
2026-09-08,E-squadria Show,FEIRA,Distrito Anhembi,São Paulo,SP,ESQUADRIAS,"esquadrias|alumínio|construção",7,5,Portal Radar
2026-09-14,FIEE,FEIRA,São Paulo Expo,São Paulo,SP,ELÉTRICA E ELETRÔNICA,"elétrica|eletrônica|energia|automação",8,5,Portal Radar
2026-09-14,VICTAM LatAm,FEIRA,Expo Center Norte,São Paulo,SP,ALIMENTAÇÃO ANIMAL,"ração|alimentação animal|agro",7,5,Portal Radar
2026-09-14,SIM - Semana Industrial Mineira,FEIRA,Expominas,Belo Horizonte,MG,INDÚSTRIA,"indústria|manufatura|minas gerais",7,5,Portal Radar
2026-09-22,TRANSMODAL GOIÁS,FEIRA,Centro de Convenções de Anápolis,Anápolis,GO,LOGÍSTICA,"logística|transporte|goiás",7,5,Portal Radar
2026-09-28,Analitica Latin America,FEIRA,São Paulo Expo,São Paulo,SP,LABORATÓRIOS,"laboratórios|análises|científico",7,5,Portal Radar
2026-09-28,ABRAFATI Show,FEIRA,São Paulo Expo,São Paulo,SP,TINTAS,"tintas|vernizes|revestimentos",7,5,Portal Radar
2026-09-29,RIOPARTS,FEIRA,Expo RIO,Rio de Janeiro,RJ,AUTOPEÇAS,"autopeças|automotivo|rio de janeiro",7,5,Portal Radar
2026-10-05,LAVTECH,FEIRA,São Paulo Expo,São Paulo,SP,LAVANDERIA,"lavanderia|limpeza|hotelaria",6,5,Portal Radar
2026-10-05,Maquintex + Signs Norte e Nordeste + Pack&Graph,FEIRA,Centro de Eventos do Ceará,Fortaleza,CE,GRÁFICA E EMBALAGENS,"gráfica|embalagens|sinalização|nordeste",7,5,Portal Radar
2026-10-19,NT EXPO,FEIRA,Distrito Anhembi,São Paulo,SP,TECNOLOGIA,"tecnologia|TI|inovação",7,5,Portal Radar
2026-10-27,TUBOTECH,FEIRA,São Paulo Expo,São Paulo,SP,TUBOS,"tubos|tubulações|indústria",7,5,Portal Radar
2026-10-27,WIRE Brasil,FEIRA,São Paulo Expo,São Paulo,SP,ARAMES E CABOS,"arames|cabos|fios|indústria",7,5,Portal Radar
2026-10-30,Salão do Automóvel,FEIRA,Distrito Anhembi,São Paulo,SP,AUTOMOTIVO,"automóveis|veículos|carros|automotivo",10,5,Portal Radar
2026-11-01,Bienal do Livro Rio,FEIRA,Riocentro,Rio de Janeiro,RJ,LIVROS,"livros|literatura|cultura|rio de janeiro",8,3,Portal Radar
2026-10-15,Enflor | Garden Fair,FEIRA,Parque da Expoflora,Holambra,SP,FLORES E PLANTAS,"flores|plantas|jardinagem|paisagismo",7,3,Portal Radar
2026-09-15,CONSTRUMETAL,FEIRA,Allianz Parque,São Paulo,SP,CONSTRUÇÃO,"construção|metal|estruturas",7,3,Portal Radar
2026-08-15,RIO PIPELINE,FEIRA,Expo RIO,Rio de Janeiro,RJ,PETRÓLEO E GÁS,"petróleo|gás|pipeline|energia",7,3,Portal Radar
2026-07-20,METALURGIA,FEIRA,Expoville,Joinville,SC,METALURGIA,"metalurgia|fundição|indústria",7,3,Portal Radar
